ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-04-24,132320.2504921685,-99568.567722457,271614.9746956583,132320.2504921685,132320.2504921685,-59382.068371786125,-59382.068371786125,-59382.068371786125,-59382.068371786125,-59382.068371786125,-59382.068371786125,0.0,0.0,0.0,72938.18212038238
2022-05-01,132287.84246012542,-127119.17147878413,246734.0756930206,132287.84246012542,132287.84246012542,-64178.508354236896,-64178.508354236896,-64178.508354236896,-64178.508354236896,-64178.508354236896,-64178.508354236896,0.0,0.0,0.0,68109.33410588853
2022-05-08,132255.43439702838,-71198.55080576666,320607.68546964397,132255.43439702838,132255.43439702838,-8738.00605393904,-8738.00605393904,-8738.00605393904,-8738.00605393904,-8738.00605393904,-8738.00605393904,0.0,0.0,0.0,123517.42834308934
2022-05-15,132223.02633393134,-26408.391211453567,348637.7782804657,132223.02633393134,132223.02633393134,28584.220148051572,28584.220148051572,28584.220148051572,28584.220148051572,28584.220148051572,28584.220148051572,0.0,0.0,0.0,160807.2464819829
2022-05-22,132190.6182708343,-72123.32195067518,308173.8695281746,132190.6182708343,132190.6182708343,-1778.207070973062,-1778.207070973062,-1778.207070973062,-1778.207070973062,-1778.207070973062,-1778.207070973062,0.0,0.0,0.0,130412.41119986124
2022-05-29,132158.21020773723,-128382.77463620942,270932.4442124688,132158.21020773723,132158.21020773723,-62974.229329636626,-62974.229329636626,-62974.229329636626,-62974.229329636626,-62974.229329636626,-62974.229329636626,0.0,0.0,0.0,69183.9808781006
2022-06-05,132125.8021446402,-141180.54988582118,244337.25901043598,132125.8021446402,132125.8021446402,-81979.40043332792,-81979.40043332792,-81979.40043332792,-81979.40043332792,-81979.40043332792,-81979.40043332792,0.0,0.0,0.0,50146.4017113123
2022-06-19,132060.98486860303,-55956.12322017192,337250.7559398826,132060.98486860303,132060.98486860303,9071.266048141008,9071.266048141008,9071.266048141008,9071.266048141008,9071.266048141008,9071.266048141008,0.0,0.0,0.0,141132.25091674403
2022-06-26,132028.57623058444,-55108.912397283806,338367.99238095706,132028.57623058444,132028.57623058444,10301.5460728765,10301.5460728765,10301.5460728765,10301.5460728765,10301.5460728765,10301.5460728765,0.0,0.0,0.0,142330.12230346093
2022-07-03,131996.16759256585,-83492.10447895352,291914.7377118916,131996.16759256585,131996.16759256585,-27537.332693483087,-27537.332693483087,-27537.332693483087,-27537.332693483087,-27537.332693483087,-27537.332693483087,0.0,0.0,0.0,104458.83489908277
2022-07-10,131963.75895454726,-109091.89945019229,272175.59169524483,131963.75895454726,131963.75895454726,-51151.5759900385,-51151.5759900385,-51151.5759900385,-51151.5759900385,-51151.5759900385,-51151.5759900385,0.0,0.0,0.0,80812.18296450876
2022-07-17,131931.35031652867,-86616.05741796896,284545.0606120441,131931.35031652867,131931.35031652867,-34790.40206825876,-34790.40206825876,-34790.40206825876,-34790.40206825876,-34790.40206825876,-34790.40206825876,0.0,0.0,0.0,97140.94824826991
2022-07-24,131898.94167851008,-68153.5802761157,321517.3162436719,131898.94167851008,131898.94167851008,-8714.98881540255,-8714.98881540255,-8714.98881540255,-8714.98881540255,-8714.98881540255,-8714.98881540255,0.0,0.0,0.0,123183.95286310752
2022-07-31,131866.5324541449,-58573.56740086596,321290.42043081066,131866.5324541449,131866.5324541449,-12087.775702565263,-12087.775702565263,-12087.775702565263,-12087.775702565263,-12087.775702565263,-12087.775702565263,0.0,0.0,0.0,119778.75675157964
2022-08-07,131834.12322977974,-100180.41669314652,275588.56257318426,131834.12322977974,131834.12322977974,-38877.943621221544,-38877.943621221544,-38877.943621221544,-38877.943621221544,-38877.943621221544,-38877.943621221544,0.0,0.0,0.0,92956.17960855819
2022-08-14,131801.7140054146,-108254.68573167964,267187.6619703303,131801.7140054146,131801.7140054146,-49729.40653978668,-49729.40653978668,-49729.40653978668,-49729.40653978668,-49729.40653978668,-49729.40653978668,0.0,0.0,0.0,82072.30746562792
2022-08-21,131769.30478104943,-91436.09196880598,294378.9086831525,131769.30478104943,131769.30478104943,-29681.40637026842,-29681.40637026842,-29681.40637026842,-29681.40637026842,-29681.40637026842,-29681.40637026842,0.0,0.0,0.0,102087.89841078101
2022-08-28,131736.89555668426,-70499.65216395666,308598.59956529277,131736.89555668426,131736.89555668426,-9285.696775904846,-9285.696775904846,-9285.696775904846,-9285.696775904846,-9285.696775904846,-9285.696775904846,0.0,0.0,0.0,122451.19878077942
2022-09-04,131704.48633231912,-79124.45585406417,304613.3395300198,131704.48633231912,131704.48633231912,-19052.385118169794,-19052.385118169794,-19052.385118169794,-19052.385118169794,-19052.385118169794,-19052.385118169794,0.0,0.0,0.0,112652.10121414933
2022-09-11,131672.07681446354,-105825.7489615583,259646.29370111343,131672.07681446354,131672.07681446354,-41905.68019509621,-41905.68019509621,-41905.68019509621,-41905.68019509621,-41905.68019509621,-41905.68019509621,0.0,0.0,0.0,89766.39661936733
2022-09-18,131639.66729660798,-93125.39222817095,293330.89405943843,131639.66729660798,131639.66729660798,-34331.098389423925,-34331.098389423925,-34331.098389423925,-34331.098389423925,-34331.098389423925,-34331.098389423925,0.0,0.0,0.0,97308.56890718406
2022-10-02,131574.84826089683,-17280.639539128184,357938.38717880886,131574.84826089683,131574.84826089683,31646.09175930263,31646.09175930263,31646.09175930263,31646.09175930263,31646.09175930263,31646.09175930263,0.0,0.0,0.0,163220.94002019946
2022-10-09,131542.43874304125,-61919.90177531532,314962.142135074,131542.43874304125,131542.43874304125,-7832.550788683095,-7832.550788683095,-7832.550788683095,-7832.550788683095,-7832.550788683095,-7832.550788683095,0.0,0.0,0.0,123709.88795435816
2022-10-16,131510.0292251857,-134154.8922429999,247471.9600084562,131510.0292251857,131510.0292251857,-76313.42869423292,-76313.42869423292,-76313.42869423292,-76313.42869423292,-76313.42869423292,-76313.42869423292,0.0,0.0,0.0,55196.60053095277
2022-10-23,131477.6197073301,-143337.7756989537,260840.14791618276,131477.6197073301,131477.6197073301,-83056.29833165176,-83056.29833165176,-83056.29833165176,-83056.29833165176,-83056.29833165176,-83056.29833165176,0.0,0.0,0.0,48421.32137567834
2022-10-30,131445.2099634541,-40045.313116647725,344779.6208742632,131445.2099634541,131445.2099634541,16284.569217814704,16284.569217814704,16284.569217814704,16284.569217814704,16284.569217814704,16284.569217814704,0.0,0.0,0.0,147729.77918126882
2022-11-06,131412.80021957812,90548.7441394219,484618.79190524976,131412.80021957812,131412.80021957812,156619.97155357615,156619.97155357615,156619.97155357615,156619.97155357615,156619.97155357615,156619.97155357615,0.0,0.0,0.0,288032.77177315427
2022-11-20,131347.9807318261,108822.94033087854,497546.94108892593,131347.9807318261,131347.9807318261,168852.83314520947,168852.83314520947,168852.83314520947,168852.83314520947,168852.83314520947,168852.83314520947,0.0,0.0,0.0,300200.8138770356
2022-11-27,131315.57098795008,4426.381462323764,381480.80047377356,131315.57098795008,131315.57098795008,60428.35210455866,60428.35210455866,60428.35210455866,60428.35210455866,60428.35210455866,60428.35210455866,0.0,0.0,0.0,191743.92309250875
2022-12-04,131283.1612440741,-62246.127427597145,326065.89694097114,131283.1612440741,131283.1612440741,-6776.529731212329,-6776.529731212329,-6776.529731212329,-6776.529731212329,-6776.529731212329,-6776.529731212329,0.0,0.0,0.0,124506.63151286176
2022-12-11,131250.7513207056,-68674.22320301936,306527.38235901017,131250.7513207056,131250.7513207056,-10636.84493622303,-10636.84493622303,-10636.84493622303,-10636.84493622303,-10636.84493622303,-10636.84493622303,0.0,0.0,0.0,120613.90638448257
2022-12-18,131218.34139733712,-59710.49179676261,307671.6377903514,131218.34139733712,131218.34139733712,-6011.2827519043385,-6011.2827519043385,-6011.2827519043385,-6011.2827519043385,-6011.2827519043385,-6011.2827519043385,0.0,0.0,0.0,125207.05864543279
2022-12-25,131185.93147396864,-103252.75806276621,287037.2102847817,131185.93147396864,131185.93147396864,-34102.59483449493,-34102.59483449493,-34102.59483449493,-34102.59483449493,-34102.59483449493,-34102.59483449493,0.0,0.0,0.0,97083.33663947371
2023-01-08,131121.11162723164,-70245.1782741467,311150.9653659756,131121.11162723164,131121.11162723164,-26416.391552733156,-26416.391552733156,-26416.391552733156,-26416.391552733156,-26416.391552733156,-26416.391552733156,0.0,0.0,0.0,104704.72007449849
2023-01-22,131056.29178049468,65459.56006605757,442164.42890506296,131056.29178049468,131056.29178049468,121638.83395577173,121638.83395577173,121638.83395577173,121638.83395577173,121638.83395577173,121638.83395577173,0.0,0.0,0.0,252695.1257362664
2023-01-29,131023.88185712617,18215.38332996415,396477.97864254,131023.88185712617,131023.88185712617,80652.34697066047,80652.34697066047,80652.34697066047,80652.34697066047,80652.34697066047,80652.34697066047,0.0,0.0,0.0,211676.22882778663
2023-02-05,130991.43200951122,-95699.85475222286,303487.43565562443,130991.43200951122,130991.43200951122,-26380.234216956247,-26380.234216956247,-26380.234216956247,-26380.234216956247,-26380.234216956247,-26380.234216956247,0.0,0.0,0.0,104611.19779255497
2023-02-12,130958.98216189626,-157627.67873735452,234488.85568223428,130958.98216189626,130958.98216189626,-95203.55220874211,-95203.55220874211,-95203.55220874211,-95203.55220874211,-95203.55220874211,-95203.55220874211,0.0,0.0,0.0,35755.42995315415
2023-02-19,130926.5323142813,-125782.64916668377,249401.03923891886,130926.5323142813,130926.5323142813,-67654.67094215268,-67654.67094215268,-67654.67094215268,-67654.67094215268,-67654.67094215268,-67654.67094215268,0.0,0.0,0.0,63271.861372128624
2023-02-26,130894.08246666634,-47323.35436538731,325326.76123343763,130894.08246666634,130894.08246666634,6848.166741934846,6848.166741934846,6848.166741934846,6848.166741934846,6848.166741934846,6848.166741934846,0.0,0.0,0.0,137742.2492086012
2023-03-05,130861.63261905138,-19637.764218709257,351882.11136498215,130861.63261905138,130861.63261905138,37709.31801149828,37709.31801149828,37709.31801149828,37709.31801149828,37709.31801149828,37709.31801149828,0.0,0.0,0.0,168570.95063054966
2023-03-12,130829.18277143643,-59536.28018389618,321661.01117417857,130829.18277143643,130829.18277143643,3393.161092489184,3393.161092489184,3393.161092489184,3393.161092489184,3393.161092489184,3393.161092489184,0.0,0.0,0.0,134222.3438639256
2023-03-19,130796.73272554933,-76418.84984599671,289269.5619182029,130796.73272554933,130796.73272554933,-29968.486820634163,-29968.486820634163,-29968.486820634163,-29968.486820634163,-29968.486820634163,-29968.486820634163,0.0,0.0,0.0,100828.24590491517
2023-03-26,130764.28267966222,-65197.26917189161,313700.26899133105,130764.28267966222,130764.28267966222,-326.36094999292794,-326.36094999292794,-326.36094999292794,-326.36094999292794,-326.36094999292794,-326.36094999292794,0.0,0.0,0.0,130437.9217296693
2023-04-09,130699.38258788806,34666.77921254348,413263.33348387456,130699.38258788806,130699.38258788806,88910.53494059778,88910.53494059778,88910.53494059778,88910.53494059778,88910.53494059778,88910.53494059778,0.0,0.0,0.0,219609.91752848582
2023-04-16,130666.93254200096,-34388.381116081146,350267.12551778345,130666.93254200096,130666.93254200096,30486.55796173935,30486.55796173935,30486.55796173935,30486.55796173935,30486.55796173935,30486.55796173935,0.0,0.0,0.0,161153.4905037403
2023-04-23,130634.48249611387,-120629.54335944899,261513.07434370604,130634.48249611387,130634.48249611387,-49838.970044927344,-49838.970044927344,-49838.970044927344,-49838.970044927344,-49838.970044927344,-49838.970044927344,0.0,0.0,0.0,80795.51245118651
2023-04-30,130602.03245022676,-133583.4402051824,234469.90704453617,130602.03245022676,130602.03245022676,-69345.69526862507,-69345.69526862507,-69345.69526862507,-69345.69526862507,-69345.69526862507,-69345.69526862507,0.0,0.0,0.0,61256.33718160169
2023-05-07,130569.58238602018,-66310.37354601728,289621.5197040581,130569.58238602018,130569.58238602018,-19802.737747311872,-19802.737747311872,-19802.737747311872,-19802.737747311872,-19802.737747311872,-19802.737747311872,0.0,0.0,0.0,110766.84463870831
2023-05-14,130537.1323218136,-27495.698791736853,339780.8951488345,130537.1323218136,130537.1323218136,26547.43561213358,26547.43561213358,26547.43561213358,26547.43561213358,26547.43561213358,26547.43561213358,0.0,0.0,0.0,157084.56793394717
2023-05-21,130504.68225760701,-48170.27286761596,308077.4800790194,130504.68225760701,130504.68225760701,7989.808884292919,7989.808884292919,7989.808884292919,7989.808884292919,7989.808884292919,7989.808884292919,0.0,0.0,0.0,138494.49114189993
2023-05-28,130472.23219340043,-117317.16116901125,267521.4652226072,130472.23219340043,130472.23219340043,-53315.418589102796,-53315.418589102796,-53315.418589102796,-53315.418589102796,-53315.418589102796,-53315.418589102796,0.0,0.0,0.0,77156.81360429764
2023-06-11,130407.33206498725,-114219.28931657755,258997.3761381819,130407.33206498725,130407.33206498725,-50205.873897311816,-50205.873897311816,-50205.873897311816,-50205.873897311816,-50205.873897311816,-50205.873897311816,0.0,0.0,0.0,80201.45816767543
2023-06-18,130374.87276614818,-68594.3831751839,333801.79715007765,130374.87276614818,130374.87276614818,2870.798248422189,2870.798248422189,2870.798248422189,2870.798248422189,2870.798248422189,2870.798248422189,0.0,0.0,0.0,133245.67101457037
2023-07-02,130309.95416847002,-66509.99082646774,299931.8042403616,130309.95416847002,130309.95416847002,-20243.18723121901,-20243.18723121901,-20243.18723121901,-20243.18723121901,-20243.18723121901,-20243.18723121901,0.0,0.0,0.0,110066.76693725101
2023-07-09,130277.49486963096,-118904.48161170784,260339.75100591345,130277.49486963096,130277.49486963096,-49930.761584037995,-49930.761584037995,-49930.761584037995,-49930.761584037995,-49930.761584037995,-49930.761584037995,0.0,0.0,0.0,80346.73328559296
2023-07-16,130245.0355707919,-90391.18896879778,278407.4364506422,130245.0355707919,130245.0355707919,-39825.37563032288,-39825.37563032288,-39825.37563032288,-39825.37563032288,-39825.37563032288,-39825.37563032288,0.0,0.0,0.0,90419.65994046902
2023-07-23,130212.57627195281,-65638.90641351732,324240.15173915954,130212.57627195281,130212.57627195281,-11927.258967007272,-11927.258967007272,-11927.258967007272,-11927.258967007272,-11927.258967007272,-11927.258967007272,0.0,0.0,0.0,118285.31730494554
